Date,Open,High,Low,Close,Adj Close,Volume
2013-05-10,114.080002,114.959999,113.540001,114.379997,100.481781,1853700
2013-05-13,114.230003,114.389999,113.050003,113.400002,99.620857,1514200
2013-05-14,113.650002,115.190002,112.949997,114.800003,100.850754,1543500
2013-05-15,113.980003,115.139999,113.070000,114.680000,100.745316,1505300
2013-05-16,114.160004,116.160004,113.900002,114.330002,100.437881,1318000
2013-05-17,115.059998,116.660004,114.690002,116.430000,102.282677,1051400
2013-05-20,116.040001,119.440002,115.730003,118.150002,103.793678,1716000
2013-05-21,118.139999,119.510002,117.720001,118.830002,104.391052,1660300
2013-05-22,118.550003,119.500000,117.089996,117.500000,103.658829,1869200
2013-05-23,115.470001,118.180000,115.330002,116.940002,103.164795,1637300
2013-05-24,115.900002,116.650002,115.260002,116.309998,102.608986,1670000
2013-05-28,118.010002,119.110001,116.910004,117.269997,103.455910,1276100
2013-05-29,115.949997,118.199997,115.760002,117.720001,103.852913,1277800
2013-05-30,117.860001,118.879997,117.010002,117.690002,103.826447,1781400
2013-05-31,117.330002,122.320000,116.800003,119.629997,105.537910,2956300
2013-06-03,119.750000,120.709999,116.720001,118.440002,104.488113,2251700
2013-06-04,118.239998,119.330002,116.919998,118.209999,104.285187,1522800
2013-06-05,117.650002,117.830002,115.709999,116.000000,102.335510,1628800
2013-06-06,116.010002,118.330002,115.739998,117.339996,103.517670,1764600
2013-06-07,118.250000,119.629997,117.349998,118.540001,104.576317,1105000
2013-06-10,119.129997,119.129997,117.820000,118.650002,104.673370,897500
2013-06-11,117.110001,119.500000,116.379997,117.430000,103.597076,1756000
2013-06-12,118.559998,118.629997,115.570000,115.739998,102.106148,1643300
2013-06-13,115.110001,118.449997,114.910004,118.269997,104.338112,1557200
2013-06-14,117.120003,118.690002,115.930000,116.129997,102.450203,1111300
2013-06-17,116.610001,117.370003,115.300003,116.059998,102.388466,1446100
2013-06-18,116.360001,117.650002,115.709999,117.370003,103.544144,865200
2013-06-19,117.370003,117.610001,115.589996,115.599998,101.982651,1255200
2013-06-20,114.559998,115.029999,111.860001,112.419998,99.177231,2850600
2013-06-21,113.000000,113.360001,110.839996,111.120003,98.030380,2635100
2013-06-24,109.110001,109.260002,105.550003,105.940002,93.460556,4270800
2013-06-25,107.230003,109.029999,106.750000,107.440002,94.783875,2532900
2013-06-26,108.809998,109.400002,107.029999,107.360001,94.713295,2177000
2013-06-27,108.290001,108.980003,107.910004,108.510002,95.727837,1868900
2013-06-28,108.269997,109.730003,107.800003,108.459999,95.683723,2775000
2013-07-01,109.250000,110.940002,108.720001,110.330002,97.333435,1605300
2013-07-02,110.010002,111.720001,109.849998,110.199997,97.218758,1496600
2013-07-03,108.690002,109.300003,107.510002,108.900002,96.071884,1552600
2013-07-05,109.919998,110.839996,108.739998,110.790001,97.739265,908600
2013-07-08,111.160004,111.540001,110.500000,110.830002,97.774536,1215200
2013-07-09,111.389999,113.169998,111.330002,112.620003,99.353668,1357600
2013-07-10,112.940002,114.959999,112.900002,113.699997,100.306442,1312500
2013-07-11,116.010002,117.330002,114.989998,115.279999,101.700333,1892200
2013-07-12,115.279999,115.860001,114.180000,115.400002,101.806206,1421300
2013-07-15,115.500000,117.870003,115.120003,117.290001,103.473572,1397300
2013-07-16,117.610001,118.040001,115.250000,115.989998,102.326691,1384900
2013-07-17,116.870003,117.160004,115.629997,116.480003,102.758980,793700
2013-07-18,116.919998,117.500000,116.190002,117.019997,103.235367,1476600
2013-07-19,116.769997,118.320000,116.239998,118.139999,104.223457,1561300
2013-07-22,118.290001,119.000000,117.680000,118.010002,104.108757,871100
2013-07-23,118.570000,119.389999,117.430000,117.669998,103.808807,1775000
2013-07-24,117.760002,117.760002,115.730003,116.239998,102.547249,2243700
2013-07-25,115.650002,117.099998,115.300003,116.580002,102.847183,1158900
2013-07-26,115.900002,116.540001,115.370003,115.879997,102.229668,1459700
2013-07-29,115.889999,117.050003,115.500000,116.440002,102.723701,1490000
2013-07-30,120.010002,123.900002,117.379997,118.230003,104.302834,5301700
2013-07-31,119.180000,121.910004,119.019997,121.190002,106.914169,2423200
2013-08-01,122.599998,123.830002,122.339996,122.940002,108.458038,2229000
2013-08-02,122.239998,123.180000,121.000000,123.050003,108.555038,1646800
2013-08-05,122.879997,123.050003,121.809998,122.730003,108.272774,922000
2013-08-06,122.070000,122.120003,121.150002,122.089996,107.708138,1196800
2013-08-07,121.699997,122.440002,120.709999,122.190002,107.796356,1287100
2013-08-08,123.430000,124.500000,123.129997,123.699997,109.128487,1250300
2013-08-09,123.470001,124.480003,123.059998,124.019997,109.410797,1411900
2013-08-12,122.790001,126.970001,122.519997,125.839996,111.016388,1676100
2013-08-13,126.790001,128.130005,125.839996,127.519997,112.498482,1850000
2013-08-14,127.879997,128.300003,127.150002,127.510002,112.489662,1711400
2013-08-15,125.889999,125.889999,124.139999,124.720001,110.028336,1437400
2013-08-16,124.730003,126.239998,124.529999,124.940002,110.222412,1156200
2013-08-19,125.019997,125.820000,123.639999,123.830002,109.243179,1459500
2013-08-20,123.790001,124.300003,122.580002,123.570000,109.566803,992800
2013-08-21,123.410004,125.349998,122.839996,123.430000,109.442673,1738600
2013-08-22,124.139999,127.589996,124.139999,126.559998,112.217979,1848100
2013-08-23,126.570000,126.570000,124.820000,125.209999,111.020973,1176600
2013-08-26,125.269997,126.250000,124.510002,124.570000,110.453484,891700
2013-08-27,122.820000,124.050003,121.910004,122.029999,108.201324,1738400
